cod_cliente|cod_contrato|cod_chamado|data_chamado_andamento|descricao_chamado_andamento|privado_chamado
2325|5752|15779|2020-12-28 16:26:36| |0
2419|5047|15781|2020-12-17 12:23:29|agendado uma visita tecnica para 17/12/2020. joaquim.|0
2419|5047|15781|2020-12-17 17:42:17|cliente, está com problemas no computador, ou pode ser rede wifi , pois fiz outra rede wifi na UNifi e navegou normalmente mais votando para rede já criada velocidade não passava de kbps, pedi para w ele teste a outra rede e retorna na segunda feira para saber se resolveu ou continua com problema. Joaquim.|0
2419|5047|15781|2020-12-17 17:42:23| |0
3521|7613|15782|2020-12-17 16:22:25|cliente não nos atendeu. joaquim - 17/12/2020|0
3521|7613|15782|2020-12-18 18:36:35|Técnico das câmeras: 98326-0490 - Adinaldo  entrar em contato com o mesmo para saber se a necessidade de ip fixo ou não. |0
3521|7613|15782|2020-12-28 16:44:48|cliente ira ligar assim que voltar de viagem, para agendar um tecnico nosso junto com  o das cameras pra entender o que esta ocorrendo Joaquim.|0
1820|3838|15784|2020-12-17 18:39:37|tentei contato mas a cliente não atende as ligações. joaquim.|0
1820|3838|15784|2020-12-21 09:30:47|normalizado. joaquim.|0
3364|7261|15786|2020-12-18 11:43:25|tentei contato porem cliente não nos atendeu.  Joaquim 18/12/2020|0
3364|7261|15786|2020-12-23 18:17:49| |0
3327|7126|15788|2020-12-18 15:42:31|em contato com o mesmo, constatamos que o led vermelho e em seus dois deco M5.  Foi agendado uma visita técnica para 19/12/2020 as 15 horas.  joaquim.|0
3327|7126|15788|2020-12-21 09:29:44|ONU Trocada Joaquim.|0
3293|7048|15793|2020-12-22 12:13:12|internet normalizada. joaquim.|0
3293|7048|15793|2020-12-22 12:13:47| |0
3298|7061|15794|2020-12-22 12:17:21|passado ao Evaldo.  Joaquim.|0
3298|7061|15794|2020-12-29 15:26:19|nso podemos mudar o ip de saida, a nao ser que o cliente compre um ip fixo.  Romualdo|0
3308|7083|15795|2020-12-22 12:24:57|agendado visita para 22/12/2020. joaquim.|0
3308|7083|15795|2020-12-23 18:17:16|Foi feito uma atualização no Deco do cliente ,velocidade funcionando normalmente..  OBS:MARCAR COM CLIENTE PARA FAZER A TROCA PARA FIBRA...   joaquim.|0
2916|6212|15796|2020-12-22 12:07:40|agendado visita para 26/12/2020. joaquim.|0
2916|6212|15796|2020-12-30 12:23:34|agendado para apos o ano novo com cliente  Romualdo|0
2916|6212|15796|2021-01-12 14:05:02|Unifi instalados em 12/01/2020. Evaldo|0
3275|6988|15797|2020-12-22 12:18:38|agendado para 23/12/2020 joaquim.|0
3275|6988|15797|2020-12-28 16:46:21| |0
2934|6260|15798|2020-12-22 12:08:34|cliente vai precisar fazer ligar a caixa dele com a tubulação nossa ainda , e TB precisa do Rafael para chegar com sinal mais próximo da rua . Joaquim.|0
2934|6260|15798|2021-01-06 12:11:02| |0
2934|6260|15798|2021-01-06 12:11:06| |0
2328|4867|15799|2020-12-21 17:12:24|problema regional ( todo o alphaville )  joaquim|0
2328|4867|15799|2020-12-21 17:12:24|problema regional ( todo o alphaville )  joaquim|0
3391|7326|15800|2020-12-23 18:20:29|tentamos contato sem sucesso. o usuário do cliente esta conectado e navegando normalmente.  joaquim.|0
1688|3552|15802|2020-12-22 12:06:17|agendado uma visita para 22/12/2020. joaquim.|0
1688|3552|15802|2020-12-23 18:16:38|Fizemos o teste de internet e velocidade com a deise ,internet funcionando normalmente,pedimos para ela entrar em contato  com pessoal do sistema.. |0
2191|4564|15807|2020-12-22 12:11:51|agendado visita para 22/12/2020. joaquim.|0
2191|4564|15807|2020-12-23 18:16:22| |0
2505|5237|15808|2020-12-22 12:11:57|agendado visita para 22/12/2020. joaquim.|0
2505|5237|15808|2020-12-23 18:16:17| |0
1767|3742|15809|2020-12-22 12:12:01|agendado visita para 22/12/2020. joaquim.|0
1767|3742|15809|2020-12-23 18:16:12| |0
2394|4998|15810|2020-12-22 12:12:06|agendado visita para 22/12/2020. joaquim.|0
2394|4998|15810|2020-12-22 12:50:02|CLIENTE FOI INFORMADO VIA EMAIL SOBRE FATURA EM ABERTO.  ANA PAULA |0
2394|4998|15810|2020-12-23 18:16:09| |0
2608|5483|15812|2020-12-23 18:22:23|Fizemos a manutenção e constatamos que só o play station  estava com problema de conexão com Amazon prime Joaquim.|0
3302|7070|15815|2020-12-23 18:25:50|fibra não rompeu , sinal chegando no cliente -19  equipamento estava travado .   joaquim.|0
2133|4455|15816|2020-12-23 18:26:17|trocado a fonte de alimentação da cliente. joaquim.|0
2087|4357|15817|2020-12-23 18:27:17|normalziado. joaquim.|0
2933|6258|15820|2020-12-23 09:41:41| cliente ja normalizado. joaquim.|0
2933|6258|15820|2020-12-23 09:42:03| |0
2252|4677|15825|2020-12-24 12:54:45|Conector estava quebrado. Evaldo|0
2608|5483|15826|2020-12-28 17:04:24|nao temos problema para acesso ao primevideo, o cliente esta usando a partir de um console de jogo, sendo necessario contato com o fabricante ou com a primevideo, a partir do celular do cliente funciona e do pc tambem.   Romualdo|0
2608|5483|15826|2020-12-29 15:32:30| |0
2696|5695|15827|2020-12-28 16:59:28|normalizado joaquim.|0
1992|4202|15829|2020-12-28 16:59:06| |0
2136|4458|15832|2020-12-29 15:32:40|sistema normal  Romualdo|0
3506|7580|15833|2020-12-28 17:16:04|ja passado a telefonia. joaquim.|0
3506|7579|15834|2020-12-28 10:49:23| |0
1738|3668|15835|2020-12-28 17:16:30|ONU trocada , era um ONU bem antiga foi colocado uma híbrida Ac , sinal na fibra estava chegando -29 foi refeito conector sinal baixo para -18 . Joaquim.|0
2928|6237|15836|2020-12-29 15:33:20|ONU trocada , equipamento antigo queimado.|0
2394|4998|15839|2020-12-28 15:38:07|.|0
2301|4816|15840|2020-12-28 15:47:11|.|0
1767|3742|15841|2020-12-29 15:38:37|Cliente estava com a ONU travada após queda de energia no condomínio. Foi feita uma atualização no equipamento.|0
2731|5780|15842|2020-12-28 18:17:50|.|0
2191|4564|15843|2020-12-29 12:49:41|cliente efetuou pagamento ana paula |0
2936|6265|15845|2020-12-29 15:40:01|tivemos muitas quedas eletricas no local, pode ter queimado o equipamento do cliente  Romualdo|0
2936|6265|15845|2020-12-29 16:25:46|joaquim avisar ao cliente.  |0
2936|6265|15845|2020-12-30 12:17:27|ja foi avisado, estou tentando agendar pra mandar alguém lá, pois o mesmo disse que a vizinha pode acompanhar>  Joaquim.  |0
2936|6265|15845|2020-12-30 12:17:27|ja foi avisado, estou tentando agendar pra mandar alguém lá, pois o mesmo disse que a vizinha pode acompanhar>  Joaquim.  |0
2936|6265|15845|2021-01-07 13:22:50|cliente reconectado.  Romualdo|0
3387|7317|15846|2020-12-29 10:02:43|foi informado para cliente sobre faturas em aberto, cliente se recusa pagar fatura de novembro pois alega que ficou sem conexão, passei todas as informações dos chamados porem cliente não teve compreensão.  ana paula |0
3387|7317|15847|2020-12-29 11:30:52|normalizado. joaquim.|0
1874|3975|15849|2020-12-29 16:22:16|apos reinicializacao do equipamento a linha voltou a registrar, como esta com muitas quedas, pode ter sido alguma queda eletrica.  Att.,|0
2764|5859|15851|2020-12-29 14:17:37|chamado aberto errado|0
2764|5859|15851|2020-12-29 14:17:46| |0
1869|3963|15852|2020-12-29 20:22:38|sistema normalizado.  |0
3323|7117|15853|2020-12-29 15:49:22|enviado boletos para cliente.  ana paula |0
3124|6683|15854|2020-12-30 09:42:23|iptv do cliente com baixa qualidade, foi orientado a esperar nossa tv ou comprar o btv, youtube funcionando normalmente. iphone da cliente tbm conectado na rede 2.4ghz foi orientada e mostrado como se conectar na rede 5.8ghz  |0
810|2377|15855|2020-12-29 16:24:13|o cordao estava dobransdoo ao fechar o rack, foi ajustado e fizado corretamente|0
3387|7317|15856|2020-12-29 20:13:41|cliente esta conectado, validar o retorno junto ao cliente  Romualdo|0
3387|7317|15856|2020-12-31 15:00:14|tentei contato porem o mesmo não nos atendeu. Joaquim.|0
3387|7317|15856|2021-01-06 15:13:18| |0
3149|6741|15857|2020-12-30 10:38:04|cliente efetuou pagamento de faturas.  ana paula |0
2757|5845|15859|2020-12-30 10:25:12|CLIENTE EFETUOU PAGAMENTO DE NOVEMBRO.   ANA PAULA |0
2282|4769|15861|2020-12-30 12:49:57| ONU não estava reconhecendo sinal da fibra,Sinal -22 Trocada ONU por uma AC|0
3182|6800|15862|2020-12-30 16:13:47|tivemos um rompimento as 10:30 e normalizado as 13:45. sistema normalizado.  |0
3192|6818|15863|2020-12-30 11:33:58|bom dia, tivemos um rompimento de fibra na regiao, os tecnicos ja estao verificando.|0
3192|6818|15863|2020-12-30 16:14:36|sistema normalizado, o rompimento ocorreu as 10:30 e normalizado as 13:45.  att.,|0
3320|7109|15864|2020-12-30 12:16:48| |0
1874|3975|15869|2020-12-30 15:36:39|ola boa tarde, teve um rompimento de fibra na regiao as 10:30  e retornou as 13:45 aproximadamente, sismtema normalizado.  Att.,|0
3498|7563|15871|2020-12-31 14:58:11|agendado uma visita técnica para segunda feira dia 04/01/21.  joaquim.|0
3498|7563|15871|2021-01-06 15:15:02|ONU resetada, Subi backup e coloquei as informações novamente Joaquim.|0
3503|7572|15872|2020-12-30 17:59:19|.|0
2873|6096|15873|2021-01-04 09:40:35|FOI ATUALIZADO A DATA DO BOLETO E CLIENTE RETIROU NA PLATAFORMA.   ANA PAULA |0
2191|4564|15874|2021-01-04 09:48:03|onu foi trocada e sistema normalizado.  Romualdo|0
1800|3797|15876|2021-01-04 10:30:39|foi informado para hanya que consta fatura de Novembro em aberto a mesma deu ciência que o banco pulou o mes.  ana paula|0
3404|7355|15877|2021-01-04 10:35:57|telefone de cliente caindo na caixa de mensagem.   ana paula|0
3404|7355|15877|2021-01-05 09:53:35|cliente não atende.  ana paula  |0
3404|7355|15877|2021-01-05 09:56:16|foi encaminhado email informando sobre boletos em aberto.  ana paula |0
3404|7355|15877|2021-01-05 11:14:35|Sr. Ailson informou que retirou faturas e ira efetuar pagamento.   ana paula |0
3506|7579|15880|2021-01-06 15:13:30|agendado para sábado dia 09.  Joaquim.|0
3506|7579|15880|2021-01-12 14:03:05|foi realizada um visita ao cliente. Na visita foi identificado que a casa do cliente e grande e o mesmo usa como wifi somente a ONU. Evaldo|0
2737|5796|15881|2021-01-04 11:44:39|R2 QUEM LIGOU:ALEX CLIENTE:Cebral Comercio e Exibicoes Brasilia LTDA CPF:26489112000141 DESCRIÇÃO:REALIZEI O RETORNO PARA O CLIENTE, O MESMO INFORMA QUE NÃO ESTÁ NO LOCAL PARA VERIFICAR SE A CONEXÃO NORMALIZOU, PORÉM SE NÃO TIVER NORMALIZADO O MESMO VAI RETORNAR ATT:ANA CLARA TELEFONE:55561981914599 ENDEREÇO:QUADRA 110/111 NORTE, ASA NORTE.|0
1986|4194|15883|2021-01-04 11:31:48|cliente foi liberado e foi informado que os boletos serão dado baixa pelo banco no dia 05/1 .   ana paula|0
3251|6943|15885|2021-01-04 11:44:12|foi informado para Rosimeira 33233491 que consta fatura em atraso a mesma informa que o resposanvel está fora de brasilia.   ana paula |0
3543|7667|15887|2021-01-04 14:39:27|agendado para 04/01/21 sua ativação dentro da sala.  joaquim.|0
3466|7487|15888|2021-01-05 10:14:07| |0
3210|6851|15889|2021-01-04 15:55:10|contato: 993501223|0
3210|6851|15889|2021-01-05 10:14:04| |0
1308|2964|15890|2021-01-06 16:17:17|cliente não atende as ligações. Joaquim.|0
1308|2964|15890|2021-01-08 10:52:09| |0
1928|4078|15891|2021-01-04 18:29:28|cliente não necessita da troca da sua ONU. Joaquim.|0
1928|4078|15891|2021-01-07 12:13:28|cliente possui uma onu ac ( que alcanca a velocidade normal ) e foi cedido sem custo um C20, que nao passara de 100M, caso queira podera contratar o plano de wifi, seriam necessarios dois discos, cliente ligou novamente, informando sobre um cabo solto na casa, o cabo foi disponibilizado para que o filho fizesse o teste por cabo e a cliente precisa contratar alguem para passagem do cabo internamente, apartamento reformado sem tubulacao disponivel, indicamos o ALBERTO telefone 982076787.   Romualdo |0
1928|4078|15891|2021-01-07 12:34:33|tentei contato diversas vezes, porem não fui atendido. Joaquim.|0
1928|4078|15891|2021-01-13 10:15:59| |0
3503|7572|15893|2021-01-05 11:18:22|Alfreda pediu para entrar em contato as 12h00 para falar com responsável.   ana paula |0
3503|7572|15893|2021-01-06 10:48:31|enviado boleo atualizado.  ana paula |0
3503|7572|15893|2021-01-07 13:21:18| |0
3135|6703|15894|2021-01-06 15:15:15|foi trocado a ONU mas vai ser realizado a mudança do local do equipamento. joaquim.|0
2252|4677|15896|2021-01-06 09:51:10|agendado para 06/01 Joaquim.|0
2252|4677|15896|2021-01-06 15:15:53|reagendado para semana que vem joaquim.|0
2252|4677|15896|2021-01-12 20:47:10|cliente ficou com um deco  Romualdo|0
2252|4677|15896|2021-01-16 09:05:02|cliente ficou com 1 Deco. normalizado. |0
2355|4921|15898|2021-01-08 10:54:50|normalizado. joaquim|0
1355|6168|15899|2021-01-07 13:29:56|ajustado.  Romualdo|0
2795|5936|15901|2021-01-05 16:28:46|joaquim|0
2795|5936|15901|2021-01-07 13:19:57|rompimento, sistema normalizado.  Romualdo|0
2021|4250|15902|2021-01-08 10:56:24|estamos tentando contato no numero 981814868, mas sem sucesso. Joaquim.|0
2021|4250|15902|2021-01-12 20:43:44|sistema esta normal, sem suecesso para ter contato.  ROmualdo.|0
1962|4149|15906|2021-01-07 11:12:22|entrei em contato com a cliente, a mesma informou que não poderia conversar ou falar sobre isso agora, e só teria disponibilidade na semana que vem.  joaquim.|0
3532|7642|15907|2021-01-07 11:06:25|agendado uma visita tecnica para 07/01/21. joaquim.|0
3532|7642|15907|2021-01-09 11:12:03|configurado 5 UNIFI.  joaquim.|0
2942|6276|15908|2021-01-07 11:01:28|normalizado. joaquim. |0
3404|7355|15910|2021-01-07 10:47:53|agendado para 07/01/21. joaquim.|0
3404|7355|15910|2021-01-07 13:21:32|onu tinha resetada, reconfigura e sistema normalizado.  |0
2505|5237|15912|2021-01-07 10:42:41|cliente não atende as ligações.  Joaquim.|0
2505|5237|15912|2021-01-08 10:09:33|onu trocada e sistema normalizado.  Romualdo|0
3495|7555|15914|2021-01-07 11:15:16|tentei contato porem não fui atendido. joaquim.|0
3495|7555|15914|2021-01-08 10:04:27|cliente com problema na disposicao dos unifi, orientado a contactar o jorge e tbm foi demonstrado usando o wifi da onu e funcionou normalmente.  Romualdo|0
3096|6643|15915|2021-01-12 14:10:54|Problema resolvido. Evaldo|0
3406|7360|15916|2021-02-02 16:43:49| |0
2707|5724|15917|2021-01-07 14:58:01|cliente pediu o cancelamento do chamado. Joaquim.|0
3096|7479|15918|2021-01-07 15:49:43|realizado. joaquim.|0
2428|5067|15919|2021-01-07 15:53:35|.|0
1935|4094|15920|2021-01-07 16:05:49|.|0
1935|4094|15921|2021-01-07 16:05:39|.|0
1935|4094|15921|2021-01-07 16:05:43|.|0
2304|5493|15923|2021-01-07 16:08:30| |0
1569|4784|15924|2021-01-07 16:41:51|.|0
3220|6879|15925|2021-01-08 14:52:30| |0
2987|6392|15926|2021-01-08 14:52:34| |0
3330|7130|15929|2021-01-08 14:52:38| |0
3343|7169|15930|2021-01-08 10:58:21|foi atualizado boleto e cliente ira retira na plataforma.   ana paula |0
1351|3022|15931|2021-01-08 10:57:58|enviados boletos.   ana paula|0
1351|3022|15931|2021-01-12 10:04:05|.|0
3559|7703|15932|2021-01-12 14:11:57|Atendimento realizado em 08/01/2021 Evaldo|0
1308|2964|15933|2021-01-12 20:46:04|colocado na agenda para quinta feira mudar o modo de acesso.  Romualdo|0
1308|2964|15933|2021-01-16 09:04:25|Foi passada a fibra para a torre e feito a mudança pra fibra no cliente.. Joaquim.|0
2814|5973|15934|2021-01-09 11:10:18| |0
2682|5655|15936|2021-01-09 11:11:28| |0
1632|3466|15937|2021-01-09 11:10:00|Foi trocado ONU e voltou a funcionar ..link 100M   JOAQUIM.|0
2619|5519|15938|2021-01-08 14:54:41|normalizado. Joaquim.|0
2619|5519|15938|2021-01-08 14:54:50| |0
2893|6150|15939|2021-01-09 11:11:10|Link r2 funcionando normalmente mesmo assim foi dado um Reboot no roteador da r2 e no sistema de automação do cliente e voltou a funcionar... Joaquim..|0
2540|5321|15944|2021-01-09 11:10:51| |0
2348|4909|15945|2021-01-08 16:28:46| ...|0
2963|6316|15946|2021-01-12 14:16:47|Atendimento realizado em 09/01/2021 Foi dado um Reboot na ONU E O SWITCH do cliente voltou a funcionar Evaldo|0
1962|4149|15947|2021-01-12 19:17:36|cliente precisa de um marceneiro para desobistruir a passagem.  Romualdo |0
2086|4356|15949|2021-01-12 19:53:36|no dia o opendns estava com problema e o box usa, sistema normalizado.  Romualdo|0
3330|7130|15950|2021-01-09 10:36:16|identificado que nosso link esta normal, mas sua rede interna não estava funcional.  joaquim.|0
905|4575|15952|2021-01-09 11:18:16|problema devido a falhas no OPEN DNS Evaldo|0
3033|6496|15953|2021-01-09 11:08:37|normalizado. jaoquim.|0
2202|4590|15954|2021-01-12 20:26:11|cliente esta conectado e a conexao com trafego, ligar amanha cedo para validar a normalizacao, uptime de 2dias  Romualdo|0
2202|4590|15954|2021-01-16 09:04:00|Cliente foi feito todos os de velocidade normal, só na tv que não chega a velocidade , más é a tv .. joaquim.|0
3538|7657|15955|2021-01-11 09:52:59|equipamento estava resetado.  JOAQUIM.|0
2893|6150|15957|2021-01-12 14:51:45|Equipamentos de rede interna estavam travados, Foram reiniciados e a navegação voltou ao normal.  Joaquim.|0
2665|5621|15958|2021-01-12 14:29:06|Atendimento realizado em 11/01/2021. uma das portas da ONU está queimada , foi feito só a troca de porta .  Evaldo|0
3547|7674|15961|2021-01-12 14:30:56|Atendimento realizado me 11/01/2021 Foi tirado as dúvidas com cliente e foi passado para cliente o  serviços dos  decos para atende todo o Apartamento.. Evaldo|0
3503|7572|15963|2021-01-12 20:23:41|sistema normalizado.  Romualdo|0
2459|5133|15964|2021-01-11 12:00:35|ONU do Cliente estava sem DNS. Evaldo|0
2515|5261|15966|2021-01-11 12:56:56|.|0
2366|4945|15969|2021-01-11 15:16:46|foi informado para Zilda 999993660 sobre fatura em atraso.   ana paula |0
2366|4945|15969|2021-01-12 19:54:15|sistema ok.  Romualdo|0
3427|7398|15970|2021-01-12 16:12:22|Atendimento em 12/01/2021 Fibra estava com atenuação no 7 andar ,foi resolvido..  Evaldo|0
3488|7538|15973|2021-01-11 16:48:37|normalizado, Joaquim.|0
2607|5482|15975|2021-01-12 14:14:57|cliente informa q as vezes acende a luz vermelha na onib, foi feito a troca da fonte da ONU , mais TB pode ser picos de energia cliente falou q não sabe informar se está ocorrendo picos de energia .  Joaquim. |0
3378|7292|15976|2021-01-12 20:09:00|Adriano OliveiraHá 14 minutos foi alertado a frequência da wi-fi.|0
2821|5987|15977|2021-01-12 09:41:25|fop informado para David que consta fatura em atraso o mesmo solicitou  para fazer o desbloqueio e ira efetuar pagamento hoje.   ana paula |0
2592|5432|15982|2021-01-12 14:11:40|agendado para dia 14/01/21 Joaquim.|0
2592|5432|15982|2021-01-16 09:01:53|cliente está usando um equipamento de tvbox chamado freesky 6k, alega está travando durante os jogos foi informado q pode ser uma instabilidade no servidor do equipamento por ter muito acesso na hora dos jogos e foi orientado ele a tentar entrar em contato com o fornecedor do tvbox para esclarecer mais dúvidas , e sinal de internet na sua residência está normal cliente mesmo alega q na hora q começa travar faz teste de velocidade e verificar q sua internet está boa . Joaquim.|0
738|1411|15983|2021-01-12 13:59:42|Cliente normalizado. Evaldo|0
2598|5452|15984|2021-01-12 12:39:46|Cliente normalizado. Joaquim.|0
1976|4175|15985|2021-01-13 11:14:45|Foi dado um Reboot no roteador e voltou a funcionar..  Joaquim.|0
3568|7726|15987|2021-01-12 17:07:29|.|0
2663|5619|15988|2021-01-12 19:50:57|sistema normalizado apos upload da imagem padrao da onu e reconfigurada.  Romualdo|0
2366|4945|15990|2021-01-12 20:16:38|foi modificada a rota, por favor validar com o cliente a normalizacao.  Romualdo|0
2366|4945|15990|2021-01-13 11:14:04|cliente normalizado. joaquim.|0
3544|7669|15991|2021-01-16 09:01:19|cliente possuía cabeção passada foi refeito as pontas pois um cabo q ia para seu quarto não estava funcionando e refeito o cabo do quarto do seu filho pois só estava polando a 100. Joaquim.|0
1928|4078|15993|2021-01-13 14:44:20|ja conseguiu configurar. joaquim.|0
2491|5209|15994|2021-01-13 14:28:56|Problema resolvido junto com Evaldo Joaquim.|0
2552|5347|15995|2021-01-13 14:28:31|normalizado. joaquim. |0
2131|4452|15996|2021-01-13 11:17:42|boletos atualizados e enviados.   ana paula|0
2131|4452|15999|2021-01-13 16:39:50|conforme acordado foi parcelado boletos em aberto referente aos meses outubro,novembro,dezembro para email.  ana paula|0
2852|6050|16001|2021-01-13 15:12:44|normalizado. Joaquim.|0
3127|6690|16002|2021-01-13 16:37:08|O radio no pop colorado queimou a porta lan e foi realizado a substituicao em 13/01/2021 Evaldo|0
2762|5854|16003|2021-01-14 08:48:57|Chamado duplicado|0
2762|5854|16004|2021-01-14 09:39:17|Foi realizado a configuracao do pool de DHCP do cliente para entregar ip a partir do 192.168.22.100 ate o 254. sendo assim o Srs. Isac pode usar IP estaticos em suas impressoras. Informcao passada ao mesmo. Evaldo|0
2561|5363|16005|2021-01-14 09:38:19|Atendimento realizado em 14/01/2021. O cabo que liga a ONU a switch estava desconectado. Evaldo|0
2087|4370|16010|2021-01-16 08:58:04|problema resolvido, estava entrando um cabo diferente q quando conectava na rede de telefonia do cliente parava o telefone  Joaquim.|0
2087|4370|16010|2021-01-16 08:58:15| |0
3559|7703|16013|2021-01-15 10:30:37| tentei contato mas não fui atendido.|0
3559|7703|16013|2021-01-18 10:48:21|Foi identificado o ponto da sala e o computador ficou no cabo, chegando toda a velocidade contratada e abrindo todos os sites em alta velocidade  Joaquim.|0
3378|7292|16014|2021-01-15 11:32:22|agendado uma visita técnica para as 16:30 do dia 15/01/21. Joaquim.|0
3378|7292|16014|2021-01-16 09:00:19|Cliente está com problema na rede Wi-Fi pela distância dos pontos,foi indicado a passagem de um cabo e o uso do Deco Joaquim.|0
2945|6279|16016|2021-01-15 12:01:09|boleto enviado e email está correto.   ana paula|0
3275|6988|16017|2021-01-15 12:07:46|foi identificado que boleto no valor de 300,00 não estava registrado porem foi excluído e gerado um novo,boleto encaminhado no email.   ana paula |0
3542|7666|16019|2021-01-22 12:59:56|foi informado que o equipamento esta a caminha, e assim que chegar vamos a informar.  Joaquim.|0
3542|7666|16019|2021-02-17 14:08:16|ONU Trocada e Adicionado C20  joaquim.|0
1308|2964|16021|2021-01-18 10:46:54|ONU estava com Country em Brasíl,e com isso estava no Canal:13 e alguns dispositivos estava com dificuldade para navegar,os cromecast nem estava visualizando a rede, após mudar o Country para USA,o canal foi para 11 e todos os dispositivos ficaram funcionando perfeitamente batendo toda a velocidade contratada  joaquim.|0
2597|5448|16022|2021-01-18 10:45:44|ONU não estava registrando a telefonia, após resetar ,subir backup e reconfigurar, voltou tudo a funcionar perfeitamente!  Joaquim.|0
2607|5482|16023|2021-01-18 09:09:46|conexao no ar normal, precisa ligar/enviar o adriano, mandar trocar a onu, cliente desligou e religou ontem a noite as 21:30 porem agora conectado normalmente.  Romualdo|0
2607|5482|16023|2021-01-21 14:54:58| |0
2106|4402|16024|2021-01-18 09:46:42|boleto foi gerado e cliente retirou na plataforma, fopi informado para cliente sobre fatura ema atraso.   ana paula |0
3015|6453|16025|2021-01-18 10:11:11|cliente esta na lista de espera pelo equipamento.  Joaquim.|0
3015|6453|16025|2021-01-22 12:54:49| |0
1855|3932|16027|2021-01-18 15:14:22|agendado uma visita técnica para 19/01/21. Joaquim.|0
1855|3932|16027|2021-01-19 13:51:52|ONU Trocada joaquim.|0
2202|4590|16033|2021-01-18 14:56:13|agendado uma visita tecnica para 19/01/21 joaquim.|0
2202|4590|16033|2021-01-19 13:51:20|Conexão estabelecida normal Joaquim.|0
3404|7355|16035|2021-01-18 15:40:46| Agendado uma visita para verificar o por que esta com lentidão. Joaquim.|0
3404|7355|16035|2021-01-20 18:05:01|agendado para segunda dia 25. joaquim.|0
3404|7355|16035|2021-01-25 17:47:36|Conexão do cliente está normal,o Problema está no celular dele que está bem desatualizado e muito lento,foi informado pra ele que disse que já providenciou outro,está esperando chegar!  joaquim.|0
3030|6490|16036|2021-01-18 16:24:59|cliente não nos atendeu no primeiro contato. Joaquim - 18/01/21 - 15:40|0
3030|6490|16036|2021-01-18 16:28:38|Falei com Sra. Andressa e a mesmo informou que o problema esta somente em sua TV.  Evaldo|0
3030|6490|16036|2021-01-20 18:04:47| |0
3387|7317|16038|2021-01-19 09:43:44|Não esta atendendo. Joaquim.|0
3387|7317|16038|2021-01-19 11:59:30|ja resolvido. joaquim.|0
3567|7724|16039|2021-01-19 11:57:47|O Sr. Denis queria somente desativar as redes wifi da ONU. O mesmo esta instalando outro equipamento de wifi. Evaldo|0
3316|7101|16040|2021-01-19 13:54:04|ja resolvido.  Joaquim.|0
1688|3552|16043|2021-01-20 17:59:48|Atendimento realizado em 19/01/2021 Roteador travado. Evaldo|0
2165|4514|16046|2021-01-21 09:21:58|tentamos contato dois dias seguidos e não fomos atendidos.  Joaquim - 21/01/21|0
2165|4514|16046|2021-01-21 15:01:51| |0
3275|6988|16049|2021-01-20 18:02:16|agendado para dia 21. joaquim.|0
3275|6988|16049|2021-01-22 12:53:56|Foi alterado o Deco para modo AP e ativado 4 pontos de rede para o cliente.. Joaquim.|0
1351|3022|16050|2021-01-20 18:02:01|romualdo atualizou ONU híbrida brigd.  joaquim.|0
1992|4202|16052|2021-01-20 18:00:45|já agendado.  joaquim.|0
1992|4202|16052|2021-01-22 11:56:52|computador do cliente está muito lento, troquei roteador de lugar pois dentro do rack das câmeras estava muito abafado, e pedi para Rosi , testar a próxima vês se travar a rede wifi para termos certeza se o problema e no computador ou era no roteador no local quente. Joaquim.|0
2115|5022|16056|2021-01-21 14:59:49|Agendado uma visita técnica. Joaquim.|0
2115|5022|16056|2021-01-22 12:51:18| cliente com ONU antiga foi feito a troca da sua ONU por uma híbrida.   joaquim.|0
3358|7203|16058|2021-01-22 12:50:25|agendado para sábado dia 23/01. joaquim.|0
3358|7203|16058|2021-01-26 14:11:30| |0
3275|6988|16060|2021-01-22 15:13:40|atendimento realizado, equipamentos atualizados. |0
2538|5309|16061|2021-01-22 12:29:12|agendado para 22/01/21. joaquim.|0
2538|5309|16061|2021-01-26 14:11:06|cliente estava navegando normal na ONU, mais quando joga na rede interna deles , apresenta erro de DNS. cliente informa q está usando os dois DNS do Google . e passei nossos DNS para ele está testando na rede deles TB.  Joaquim.|0
2607|5482|16063|2021-01-22 13:43:45|agendado uma visita tecnica para 22/01/21 as 15:30. joaquim.|0
2607|5482|16063|2021-01-26 14:10:34|ONU trocada. Joaquim.|0
2204|4593|16066|2021-01-25 16:39:42|havia um problema na torre em que o senhor reside, porem ja normalizado. Joaquim.|0
2528|5525|16067|2021-01-22 17:54:10|foi informando ao cliente que não ha problemas em seu link, e que poderia ser algo interno, recomendamos chamar o pessoal de ti deles. Joaquim.|0
3000|6418|16068|2021-01-27 17:46:21|Velocidade estava normal problema de rede interna. joaquim.|0
2985|6389|16072|2021-01-25 16:40:37|agendado uma visita tecnica para 26/01/2021. Joaquim.|0
2985|6389|16072|2021-01-29 18:25:32|ONU trocada, e celular do senhor Auri q estava com vpn e atrapalhava a navegação dele .  joaquim.|0
3607|1659|16074|2021-01-26 15:39:46|Sr. Adenio 3248 5000 informou que ira passar os dados por email.   ana paula |0
3607|1659|16074|2021-01-29 16:21:48|Boa tarde. Segue o Cartão CNPJ e a alteração contratual do novo CNPJ que mudará da SCA Midia para este novo CNPJ.  Estou disponível para maiores esclarecimentos.  Atenciosamente,   ana paula |0
